Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
fffe32003000300031003300,2008-08-12,Female,Service,Yes,50,2,6,1,3,5.6,0.48
fffe3200390033003100,2008-06-15,Female,Product,Yes,29,3,7,0,1,0,0
fffe33003200390037003200,2008-05-15,Male,Service,Yes,54,13,8,3,6,5.9,0.46
fffe31003400370030003500,2008-09-30,Male,Service,No,38,2,7,3,7,8,0.83
fffe32003600310031003900,2008-04-04,Female,Service,Yes,45,10,12,1,5,6.8,0.55
fffe31003100310037003600,2008-04-09,Male,Service,Yes,38,13,11,4,7,7.8,0.63
fffe31003000380038003000,2008-06-21,Male,Product,No,57,1,5,1,3,5.5,0.41
fffe32003300340037003600,2008-08-05,Male,Service,Yes,31,20,12,0,1,3.4,0.24
fffe3400350035003600,2008-03-06,Female,Service,Yes,38,15,8,2,4,6.3,0.42
fffe33003000330031003900,2008-11-01,Female,Service,Yes,48,13,8,2,4,6.1,0.43
fffe33003300300038003800,2008-03-12,Male,Service,No,56,7,2,4,7,7.5,0.74
fffe3900320035003800,2008-09-16,Male,Service,Yes,32,13,1,2,4,5.5,0.45
fffe31003700320031003200,2008-08-27,Female,Product,Yes,35,10,12,2,6,7.4,0.59
fffe32003600320033003900,2008-07-26,Female,Product,No,22,6,12,3,6,5,0.31
fffe31003000330034003000,2008-08-11,Female,Product,Yes,49,14,10,0,1,0.9,0
fffe31003100310035003000,2008-04-26,Female,Service,Yes,37,19,12,4,,6.4,0.53
fffe3800370032003000,2008-01-29,Female,Product,Yes,49,1,9,2,5,6,0.49
fffe33003300300032003500,2008-02-16,Female,Product,Yes,22,10,5,1,3,4.7,0.37
fffe32003500320030003100,2008-02-04,Male,Service,No,53,18,7,3,8,9.1,0.81
fffe3900340036003200,2008-04-24,Female,Service,No,42,4,2,2,4,6.4,0.47
fffe33003100380039003100,2008-10-18,Male,Product,Yes,37,17,0,2,4,6.9,0.47
fffe31003000360033003600,2008-11-04,Male,Product,No,38,6,4,2,5,,0.48
fffe3900370030003500,2008-01-22,Male,Product,Yes,30,5,12,3,5,,0.65
fffe32003300300038003400,2008-11-19,Male,Service,Yes,64,18,11,0,1,3.9,0.23
fffe31003700390031003300,2008-11-22,Male,Service,No,33,14,0,3,7,6.4,0.55
fffe32003200320035003700,2008-04-24,Female,Service,Yes,40,10,7,2,,6.7,0.63
fffe31003300310037003400,2008-06-25,Female,Product,No,60,1,1,3,6,8,0.63
fffe31003000390035003700,2008-12-08,Female,Service,Yes,33,5,2,1,,3.3,0.28
fffe32003700300030003600,2008-12-21,Male,Service,No,64,13,9,3,6,5.5,0.52
fffe33003400380032003800,2008-06-24,Male,Product,Yes,44,14,7,5,10,7.7,0.79
fffe32003700330033003700,2008-06-24,Male,Service,No,64,2,10,2,6,8.5,0.66
fffe3600340038003100,2008-05-07,Female,Product,No,26,6,12,3,7,7.5,0.55
fffe3100340035003700,2008-01-18,Female,Product,No,56,10,3,1,4,4.1,0.34
fffe31003900370031003600,2008-10-01,Male,Product,No,44,11,9,3,6,5.8,
fffe33003200370037003500,2008-01-18,Female,Service,No,46,14,6,3,6,6,0.49
fffe3200380037003200,2008-07-16,Female,Service,Yes,43,7,2,4,6,6.2,0.54
fffe33003300360033003500,2008-09-06,Male,Service,No,26,17,10,4,7,5.4,0.51
fffe31003000370037003800,2008-10-15,Male,Service,Yes,25,11,3,2,5,7.7,0.69
fffe3300310031003400,2008-10-04,Male,Product,Yes,58,16,8,4,8,6.9,0.62
fffe3500300037003800,2008-03-01,Male,Service,No,48,5,9,3,,4.7,0.41
fffe31003000390038003200,2008-08-23,Male,Product,Yes,44,13,4,1,4,5.2,0.3
fffe31003600320030003400,2008-11-12,Female,Service,Yes,30,18,8,4,6,7.4,0.67
fffe33003400330030003200,2008-08-12,Female,Product,No,38,1,8,5,10,9.9,0.86
fffe32003500370036003500,2008-02-17,Female,Product,No,49,3,9,3,5,5.6,0.41
fffe3800330031003700,2008-03-12,Male,Product,No,44,4,1,3,5,6.7,0.62
fffe33003300350036003400,2008-07-17,Female,Service,No,58,5,9,2,4,5.8,0.38
fffe31003500320038003400,2008-12-29,Male,Service,Yes,64,20,3,0,1,0,0
fffe32003700370032003600,2008-03-30,Female,Service,No,41,9,9,4,8,9.7,0.86
fffe31003300310039003800,2008-10-13,Female,Service,Yes,35,11,11,1,3,2.7,0.11
fffe31003600320034003600,2008-06-05,Female,Product,Yes,63,18,6,1,,6.9,0.49
fffe33003400380039003700,2008-04-17,Male,Service,Yes,55,14,9,2,4,5.9,0.44
fffe3300350031003000,2008-04-11,Female,Service,No,55,7,2,2,3,3.4,0.27
fffe32003500390038003800,2008-11-19,Male,Product,Yes,45,6,11,1,2,2.2,0.12
fffe32003300340038003600,2008-02-19,Female,Service,Yes,24,13,6,1,4,5.8,0.47
fffe32003700310036003000,2008-03-12,Male,Service,No,34,7,3,2,5,5.2,0.47
fffe32003100390039003400,2008-05-02,Female,Service,No,37,15,5,1,3,5.6,0.44
fffe31003200310034003000,2008-06-08,Female,Service,Yes,28,11,7,2,2,3.4,0.28
fffe340033003300,2008-01-29,Male,Service,Yes,59,13,7,1,3,3.6,0.21
fffe3400370035003900,2008-06-22,Male,Service,Yes,48,20,3,2,6,8.1,0.71
fffe32003800370032003600,2008-05-29,Female,Product,Yes,27,14,7,3,4,5.6,0.44
fffe32003400390033003400,2008-08-18,Male,Service,Yes,56,3,8,2,4,5.4,0.47
fffe3600300032003100,2008-06-18,Male,Product,Yes,26,20,3,2,3,5.1,0.31
fffe33003200340036003800,2008-03-05,Female,Product,Yes,53,9,5,2,3,6.8,0.5
fffe3900390031003700,2008-03-06,Male,Product,Yes,29,12,10,3,,,0.49
fffe3600360035003900,2008-06-23,Male,Service,Yes,48,8,0,2,4,,0.49
fffe31003600380032003700,2008-05-31,Male,Service,No,49,2,4,2,3,6.2,0.4
fffe31003400310033003100,2008-06-06,Female,Service,Yes,65,9,2,2,3,4.5,0.4
fffe3600320032003200,2008-01-28,Female,Product,No,61,20,11,2,5,7.5,0.55
fffe31003100380038003600,2008-10-07,Female,Service,No,36,15,7,2,3,3.1,0.23
fffe3500390035003800,2008-08-30,Female,Product,Yes,31,17,3,0,1,1,0.03
fffe3200370030003100,2008-01-02,Female,Service,No,50,19,0,4,10,10,0.92
fffe32003800310038003500,2008-04-10,Female,Service,Yes,65,17,12,2,4,4.8,0.37
fffe33003200310037003400,2008-04-28,Male,Service,Yes,49,5,12,0,1,1.4,0.03
fffe32003700340036003900,2008-03-04,Male,Service,Yes,28,12,8,2,4,5.3,0.29
fffe33003000360037003300,2008-09-25,Male,Service,Yes,42,10,1,3,5,5.2,0.48
fffe32003500330036003100,2008-09-15,Female,Service,Yes,58,5,7,3,6,5.9,0.38
fffe31003400330039003000,2008-08-17,Female,Service,Yes,34,18,6,2,2,4.7,0.29
fffe33003100300037003500,2008-02-25,Male,Service,Yes,32,16,4,3,5,6.3,0.51
fffe32003200350030003800,2008-03-12,Female,Service,No,51,10,8,3,6,,0.57
fffe31003000360037003100,2008-11-12,Male,Product,No,35,7,6,4,7,6.6,0.55
fffe33003100380032003400,2008-02-09,Male,Service,No,60,14,7,4,6,8.7,0.69
fffe32003200360032003800,2008-10-09,Male,Product,No,46,11,7,4,,,0.64
fffe31003100350033003400,2008-05-25,Male,Service,No,59,7,2,3,6,6.4,0.6
fffe32003700310035003400,2008-12-15,Male,Service,Yes,46,17,6,1,2,0,0
fffe3600380031003600,2008-08-19,Female,Product,Yes,58,10,8,4,8,,
fffe31003900370032003000,2008-07-02,Female,Service,Yes,36,15,2,1,2,4.4,0.26
fffe33003000340030003100,2008-07-23,Male,Service,No,45,15,3,3,5,7.2,0.66
fffe31003100320032003400,2008-03-06,Male,Service,No,44,5,4,5,9,9.4,0.91
fffe32003400310033003800,2008-12-27,Male,Service,Yes,21,9,10,1,3,5.1,0.38
fffe32003200330036003700,2008-04-07,Female,Service,No,34,6,12,0,1,1.9,0.08
fffe3600320037003400,2008-03-15,Male,Product,Yes,42,8,11,2,4,5.5,0.49
fffe31003300350030003200,2008-12-31,Male,Product,No,29,20,7,0,2,,0.3
fffe33003000300031003100,2008-01-11,Male,Product,No,34,13,2,3,5,6.9,0.5
fffe31003500310034003200,2008-03-21,Female,Service,Yes,41,4,9,1,3,6.6,0.43
fffe31003200330038003800,2008-07-24,Male,Product,No,36,5,3,1,3,5.6,0.41
fffe31003000350033003400,2008-09-08,Male,Product,No,56,19,5,3,6,8.2,0.69
fffe31003300370038003400,2008-05-14,Female,Product,Yes,62,2,10,4,8,6.4,0.52
fffe31003000380034003100,2008-12-31,Female,Service,Yes,61,7,0,1,,6.5,0.43
fffe31003700340033003000,2008-06-16,Male,Service,No,34,10,4,2,5,,0.63
fffe31003300380031003000,2008-06-29,Male,Product,Yes,31,3,1,2,6,,0.73
fffe32003400320038003000,2008-08-25,Male,Product,No,29,14,9,1,1,3.8,0.29
fffe3600330032003100,2008-06-27,Female,Service,Yes,24,8,9,2,4,,0.38
fffe33003300310034003900,2008-06-26,Female,Product,No,56,7,10,3,6,8.2,0.88
fffe31003700300039003300,2008-01-06,Male,Product,No,24,4,7,3,6,4.3,0.37
fffe31003900310030003100,2008-11-26,Male,Service,No,55,11,5,3,4,5.2,0.45
fffe32003500320033003200,2008-09-21,Male,Service,Yes,50,14,9,3,6,8.3,0.66
fffe32003500350032003400,2008-08-01,Female,Product,No,41,1,1,3,6,6.1,0.56
fffe3400300036003800,2008-04-11,Female,Product,No,50,5,10,2,,2.8,0.16
fffe31003100340032003200,2008-01-22,Female,Service,No,40,13,8,2,5,6.6,0.53
fffe390032003900,2008-07-11,Male,Product,Yes,48,16,4,3,5,6.2,0.42
fffe31003400320032003700,2008-02-21,Female,Service,Yes,54,16,5,1,3,6,0.41
fffe32003400390032003700,2008-11-24,Male,Service,No,29,3,1,4,7,8.5,0.68
fffe33003100350032003400,2008-11-13,Female,Service,Yes,35,14,0,3,6,5.9,0.39
fffe31003300360030003500,2008-12-31,Female,Service,No,53,9,10,2,5,7.3,0.52
fffe33003400360038003200,2008-12-29,Female,Service,Yes,22,11,12,2,7,7.5,0.74
fffe3500300037003200,2008-04-27,Female,Product,No,60,4,3,0,1,2.6,0.16
fffe32003000360038003700,2008-04-10,Female,Product,Yes,63,9,12,2,6,6.4,0.6
fffe31003100340032003900,2008-10-10,Female,Service,Yes,27,12,12,2,4,,0.34
fffe31003200390035003000,2008-08-04,Female,Product,No,52,7,4,4,9,7.5,0.77
fffe31003600370039003900,2008-03-06,Male,Service,No,46,13,11,1,,4.2,0.29
fffe31003700350033003800,2008-01-31,Female,Service,Yes,36,9,11,2,4,,0.31
fffe32003300370039003500,2008-02-06,Female,Product,Yes,60,13,6,3,5,6.3,0.56
fffe31003000370033003200,2008-06-09,Female,Service,Yes,34,1,8,1,3,4.6,0.23
fffe32003200360030003600,2008-07-15,Female,Product,Yes,34,17,0,1,2,2.5,0.17
fffe3900360035003700,2008-12-31,Male,Service,No,49,14,8,4,7,5.8,0.56
fffe340038003200,2008-06-26,Male,Product,No,52,7,9,1,1,4.2,0.28
fffe33003400350034003800,2008-01-07,Female,Product,Yes,44,18,0,1,3,5.8,0.39
fffe32003900350035003000,2008-03-20,Female,Service,No,44,3,7,3,6,6.8,0.65
fffe3400380034003500,2008-08-16,Male,Service,Yes,56,9,10,2,5,7.9,0.6
fffe35003700,2008-11-23,Male,Service,No,62,18,12,3,6,8.4,0.65
fffe31003100370038003000,2008-12-09,Female,Service,Yes,34,3,11,2,4,4.6,
fffe32003100340039003100,2008-09-30,Female,Service,Yes,65,11,6,2,3,3.1,0.1
fffe32003400330039003400,2008-06-04,Male,Service,No,38,4,7,5,9,9.1,0.9
fffe32003700380034003500,2008-11-21,Female,Product,No,27,20,8,3,4,5.1,0.44
fffe3300350037003900,2008-08-03,Female,Service,No,24,3,3,1,4,5.2,
fffe3300350032003200,2008-12-02,Male,Service,Yes,21,6,2,3,7,7.4,0.72
fffe3100310033003900,2008-03-27,Female,Product,No,35,5,0,5,9,8.4,0.84
fffe33003400370036003400,2008-11-16,Male,Service,Yes,52,11,8,2,4,6.1,0.42
fffe31003200370037003300,2008-01-22,Male,Service,Yes,32,14,5,2,6,7.7,0.58
fffe31003700390030003700,2008-03-30,Female,Service,Yes,57,18,3,3,4,5,0.42
fffe32003500330033003200,2008-08-23,Female,Service,No,31,13,9,2,5,5.9,0.51
fffe32003600370034003400,2008-01-20,Male,Service,No,47,1,0,0,2,4,0.26
fffe32003200320035003400,2008-08-26,Female,Service,Yes,27,17,7,3,6,8.4,0.7
fffe3100340037003800,2008-04-11,Male,Product,No,59,11,3,1,,4.7,0.35
fffe32003900330038003300,2008-07-29,Female,Service,Yes,44,15,4,4,6,5.8,0.52
fffe31003000390030003000,2008-05-03,Female,Product,Yes,56,4,5,1,3,,0.24
fffe3200340038003700,2008-09-04,Female,Product,No,54,12,1,3,7,6.3,0.54
fffe3700330035003500,2008-10-26,Male,Service,Yes,46,13,4,1,2,5.8,0.36
fffe33003000300033003400,2008-04-07,Male,Service,No,25,2,12,3,6,6.4,0.51
fffe3300360031003900,2008-02-01,Male,Product,No,24,6,10,3,6,6.2,0.61
fffe32003900330037003100,2008-06-18,Female,Service,Yes,56,17,5,3,5,4.5,0.33
fffe31003800370038003000,2008-06-24,Male,Service,Yes,55,16,4,2,5,6.5,0.41
fffe31003300370030003200,2008-05-02,Male,Product,No,33,14,6,3,6,6.6,0.56
fffe32003800380035003300,2008-11-22,Male,Product,Yes,50,19,11,2,4,6.9,0.48
fffe31003000390031003800,2008-05-05,Male,Service,Yes,50,2,6,1,3,5.6,
fffe32003300370037003500,2008-04-05,Female,Service,Yes,33,18,12,2,4,5.4,0.33
fffe32003400350035003700,2008-01-14,Male,Service,No,29,7,9,4,8,7.6,0.73
fffe33003000380038003500,2008-06-18,Female,Service,No,41,2,5,4,8,7.5,0.53
fffe31003400320032003900,2008-09-01,Female,Product,Yes,43,2,5,2,3,4.4,0.39
fffe33003000380034003200,2008-01-12,Male,Service,No,40,11,11,3,5,7.8,0.61
fffe3400300033003300,2008-06-21,Male,Service,No,34,1,7,3,7,8,0.71
fffe32003400380037003000,2008-11-02,Female,Service,No,41,16,9,4,8,8.6,0.74
fffe31003200370035003600,2008-04-28,Female,Service,No,57,10,10,3,8,,0.76
fffe32003400340035003700,2008-07-29,Female,Service,No,65,5,6,0,1,3.8,0.19
fffe31003500330034003900,2008-07-27,Female,Service,Yes,62,14,6,3,5,5.9,0.48
fffe32003700360035003000,2008-07-26,Male,Service,No,43,1,5,3,7,8.8,0.84
fffe3900390035003600,2008-11-06,Female,Product,No,58,11,10,2,4,5.5,0.36
fffe3100390034003200,2008-12-26,Female,Service,Yes,33,1,1,2,4,5.9,0.39
fffe33003000350035003900,2008-02-12,Male,Service,Yes,59,7,2,1,1,1,0
fffe31003000340035003600,2008-02-08,Female,Service,Yes,49,16,4,1,3,5.4,0.35
fffe3900360031003100,2008-10-03,Female,Service,Yes,42,2,8,1,3,,0.38
fffe3200320034003100,2008-01-15,Male,Service,Yes,39,14,0,2,3,4.6,0.27
fffe3900390036003000,2008-04-25,Female,Service,Yes,34,8,11,3,5,5.2,0.44
fffe31003300390036003300,2008-03-29,Male,Service,No,64,17,5,0,,,0.22
fffe31003500360039003100,2008-01-18,Male,Product,No,61,1,10,4,9,8.9,0.76
fffe32003700380037003300,2008-05-14,Male,Product,No,31,5,8,1,4,6.6,0.54
fffe32003300330037003000,2008-01-20,Male,Product,No,21,5,2,2,4,5.6,0.52
fffe3700340030003800,2008-12-19,Male,Product,Yes,61,20,0,1,4,4.7,0.32
fffe33003000340034003000,2008-11-10,Female,Service,Yes,42,6,8,0,1,1.8,0.12
fffe32003000360035003900,2008-10-17,Female,Service,Yes,53,2,3,1,3,5.5,0.36
fffe3500360031003100,2008-02-14,Female,Service,No,57,20,6,2,4,,0.39
fffe31003200320037003100,2008-06-22,Female,Product,Yes,62,13,9,1,4,4.4,0.31
fffe31003900310033003400,2008-01-07,Male,Service,No,53,1,2,2,3,4.2,0.25
fffe3800330034003100,2008-06-10,Male,Product,Yes,52,10,10,2,4,5.9,
fffe31003400310033003900,2008-08-04,Female,Service,No,29,6,10,3,6,6.4,0.62
fffe31003700320031003400,2008-12-27,Female,Service,No,61,17,3,3,5,7.7,0.58
fffe32003100350038003100,2008-01-15,Female,Product,Yes,30,3,4,0,1,3.3,0.16
fffe32003100380038003500,2008-06-20,Female,Service,Yes,29,15,12,1,,6.1,0.37
fffe31003300330035003400,2008-03-20,Female,Service,No,51,20,0,2,6,6.6,0.59
fffe33003300370030003000,2008-02-02,Female,Product,Yes,65,14,12,1,4,6.3,0.41
fffe31003200300030003100,2008-10-20,Male,Product,Yes,51,12,0,1,1,5,0.27
fffe3300340035003800,2008-10-04,Female,Product,Yes,38,13,7,3,7,9,0.82
fffe31003300330038003500,2008-04-20,Female,Service,Yes,36,8,9,2,,5.9,0.41
fffe32003200350032003300,2008-11-01,Male,Product,Yes,65,20,2,1,3,6,0.45
fffe32003500370038003700,2008-08-18,Female,Service,No,22,12,12,1,4,4.7,0.36
fffe31003000350037003200,2008-11-15,Male,Product,Yes,36,6,0,3,6,7.2,0.65
fffe350034003100,2008-05-29,Male,Service,No,31,20,0,4,9,9.3,0.77
fffe32003500320032003400,2008-04-09,Male,Service,No,37,7,8,2,5,5.7,0.37
fffe33003300300030003600,2008-05-18,Female,Product,Yes,45,10,0,2,4,3.4,0.25
fffe33003400340039003100,2008-09-07,Female,Service,Yes,42,20,9,2,3,5,0.27
fffe32003300390036003900,2008-09-12,Male,Service,Yes,55,18,4,1,3,4.6,0.37
fffe31003000300035003000,2008-09-19,Male,Product,Yes,58,10,2,3,4,,0.47
fffe33003400360034003700,2008-05-31,Male,Service,Yes,58,10,0,1,2,4.5,0.26
fffe32003300380036003300,2008-09-01,Female,Product,Yes,24,11,1,1,2,3.1,0.19
fffe33003100390033003700,2008-03-01,Male,Service,Yes,63,12,4,2,4,5.8,0.49
fffe31003700390032003600,2008-02-01,Female,Service,No,58,20,3,1,,5,0.3
fffe3400370036003200,2008-03-29,Male,Service,Yes,65,11,5,3,5,6.3,0.48
fffe33003400370039003700,2008-03-12,Female,Product,Yes,41,3,3,1,3,6.5,0.48
fffe32003900300034003800,2008-03-22,Female,Service,Yes,53,1,2,2,4,5.6,0.49
fffe3400350034003500,2008-12-06,Female,Product,Yes,50,18,4,2,3,3.9,0.27
fffe32003500360035003900,2008-05-31,Male,Service,No,62,18,9,4,8,7.4,0.66
fffe3800320035003100,2008-02-02,Female,Service,No,42,3,1,2,6,,0.59
fffe3100370033003900,2008-10-31,Female,Product,No,40,19,7,1,2,1.2,0.01
fffe31003700340031003300,2008-05-15,Female,Service,Yes,62,7,7,2,4,6.7,0.45
fffe3800330034003400,2008-02-16,Male,Service,Yes,62,6,12,2,3,5.7,0.37
fffe31003800310035003700,2008-04-24,Male,Service,Yes,42,1,8,4,8,6.2,0.54
fffe32003700340036003600,2008-10-04,Female,Service,No,61,10,0,5,8,7.4,0.72
fffe33003200320035003400,2008-02-06,Female,Service,Yes,59,3,5,2,4,6,0.44
fffe32003300360035003700,2008-06-01,Female,Service,No,27,18,1,2,4,4.3,0.3
fffe3600330033003200,2008-12-30,Male,Service,Yes,52,3,7,2,5,6.3,0.39
fffe31003800390036003800,2008-11-24,Male,Service,Yes,29,9,4,2,4,6.1,0.45
fffe33003200310036003200,2008-05-07,Female,Service,Yes,35,6,1,1,3,4.8,0.34
fffe32003200350039003800,2008-06-28,Male,Service,Yes,48,6,8,1,4,,0.53
fffe31003800360030003200,2008-05-12,Female,Service,No,50,10,2,3,7,,0.71
fffe32003100380031003600,2008-07-16,Male,Service,No,43,11,11,2,6,5.9,0.53
fffe3300320031003900,2008-10-31,Male,Service,No,48,3,12,2,6,7.2,0.56
fffe32003300310035003500,2008-06-05,Female,Product,No,60,1,9,3,5,4.5,0.39
fffe31003000340035003000,2008-04-28,Male,Service,Yes,23,17,11,1,3,5.1,0.4
fffe33003100340035003300,2008-11-01,Male,Product,Yes,62,8,6,3,6,7.4,0.54
fffe3400370033003700,2008-01-30,Male,Service,No,21,3,8,2,4,3.8,0.27
fffe32003300350036003900,2008-04-09,Female,Service,Yes,49,4,12,4,9,10,1
fffe3200310032003700,2008-05-23,Female,Product,No,56,18,7,4,8,7.3,0.74
fffe3800320037003900,2008-04-26,Female,Service,Yes,21,10,9,3,5,5.1,0.38
fffe31003800340032003500,2008-11-21,Female,Service,No,41,17,1,2,4,4.2,
fffe32003800330034003700,2008-10-17,Female,Service,Yes,44,4,8,2,3,3.5,0.2
fffe3100310036003600,2008-01-11,Male,Product,Yes,52,4,9,3,5,4.8,0.39
fffe32003200350035003200,2008-09-19,Male,Product,No,52,3,8,2,5,,0.56
fffe31003700340038003600,2008-05-29,Male,Product,Yes,61,11,4,2,4,6.6,0.44
fffe3700370033003800,2008-01-07,Male,Product,No,37,6,6,3,7,9.8,0.86
fffe3600360036003200,2008-02-14,Female,Service,Yes,36,11,9,0,1,2.1,0.17
fffe31003900380037003800,2008-11-19,Female,Product,Yes,35,10,8,0,3,4.4,0.32
fffe3200390034003400,2008-10-26,Male,Service,No,62,9,4,3,5,5.3,0.47
fffe31003600330032003600,2008-10-27,Female,Product,No,33,3,9,5,,9.5,0.86
fffe31003200350032003400,2008-04-23,Female,Product,Yes,22,16,9,1,4,4.9,0.38
fffe31003500320039003800,2008-08-03,Female,Service,No,33,18,6,1,1,,0.27
fffe3100300032003100,2008-02-25,Female,Service,No,51,9,7,3,6,6.3,0.51
fffe31003700360037003500,2008-11-06,Female,Product,No,45,11,5,2,5,5.2,0.42
fffe32003800350034003800,2008-04-25,Female,Product,No,57,6,3,3,6,6.9,0.52
fffe31003600300038003100,2008-10-13,Male,Service,No,63,8,2,4,7,7,0.63
fffe31003300320039003300,2008-04-16,Female,Service,Yes,59,5,10,1,3,4.6,0.35
fffe32003900350033003800,2008-09-18,Female,Product,Yes,29,3,12,1,2,3.2,0.25
fffe32003200320033003000,2008-09-19,Male,Service,No,53,16,8,4,7,6.9,0.61
fffe33003200300035003500,2008-08-27,Male,Service,No,50,12,0,2,4,5.1,0.38
fffe32003900310038003000,2008-10-28,Male,Service,No,47,3,5,2,5,6.2,0.57
fffe3900370037003400,2008-09-18,Male,Service,No,43,16,7,1,4,6,0.51
fffe33003200350035003500,2008-09-21,Female,Product,No,46,13,9,3,6,6.2,0.59
fffe31003600300039003300,2008-04-09,Female,Service,Yes,30,10,4,3,5,5.6,0.43
fffe32003100380035003500,2008-03-11,Female,Service,No,42,4,4,2,5,7.5,0.58
fffe31003700350038003700,2008-01-15,Female,Service,No,51,20,0,3,5,,0.41
fffe32003600340031003800,2008-11-18,Female,Service,Yes,51,5,9,2,4,5.2,0.42
fffe31003600320032003700,2008-10-11,Female,Service,No,40,15,1,3,6,6,0.52
fffe3800300031003500,2008-08-07,Male,Service,Yes,44,4,7,2,5,6.2,0.44
fffe31003400390038003900,2008-05-25,Female,Service,Yes,60,18,10,1,,5.6,0.39
fffe32003100370034003500,2008-06-13,Female,Product,Yes,25,5,9,3,,,0.41
fffe31003400300039003100,2008-05-18,Male,Product,Yes,25,15,5,3,5,8.2,0.65
fffe3600360032003400,2008-03-18,Female,Service,No,52,2,7,2,5,5.3,0.37
fffe31003600390030003100,2008-07-13,Male,Service,No,53,15,6,2,4,6.7,0.45
fffe32003300350037003500,2008-08-23,Male,Service,Yes,56,1,9,2,4,7.1,0.5
fffe3500330035003900,2008-01-22,Female,Service,Yes,43,1,12,2,4,5.4,0.33
fffe33003300300031003200,2008-09-28,Female,Product,Yes,30,15,3,0,1,0.9,0.05
fffe3300320030003100,2008-03-30,Female,Service,Yes,36,15,12,3,6,6.5,0.46
fffe33003100310034003300,2008-09-13,Male,Service,Yes,43,16,5,2,6,6.7,0.63
fffe3300340030003100,2008-01-09,Female,Service,Yes,25,13,10,1,,4.6,0.3
fffe3100300037003300,2008-03-26,Female,Service,No,52,11,1,2,4,6.3,0.62
fffe3700340039003700,2008-06-25,Female,Service,Yes,26,13,2,3,5,4.3,0.38
fffe32003700330032003700,2008-07-21,Female,Service,Yes,25,6,0,2,4,6.6,0.47
fffe32003500310030003200,2008-01-08,Male,Service,No,57,8,12,2,2,2.8,0.1
fffe3500330031003900,2008-12-28,Male,Product,No,21,1,3,4,6,6.5,0.58
fffe31003600330036003400,2008-10-28,Female,Product,Yes,43,2,0,3,5,5.9,0.48
fffe360037003800,2008-02-22,Female,Service,Yes,30,15,12,1,3,4.4,0.36
fffe31003700310030003700,2008-01-27,Female,Service,No,64,19,6,2,4,6.1,0.43
fffe31003700390034003200,2008-07-13,Male,Service,Yes,62,10,7,2,4,5.8,0.39
fffe3900310034003400,2008-10-14,Female,Service,No,55,18,0,1,2,6,0.42
fffe3600300034003900,2008-09-09,Female,Service,Yes,21,5,5,2,4,4.6,0.4
fffe32003700320039003400,2008-07-11,Female,Service,Yes,49,2,12,1,2,5.8,0.45
fffe31003900310030003200,2008-10-28,Female,Service,No,41,11,11,0,1,,
fffe32003400380039003100,2008-11-07,Female,Service,No,52,7,11,4,7,8.8,0.7
fffe3100320032003400,2008-07-18,Female,Product,No,28,15,8,3,5,7.3,0.67
fffe32003200340030003800,2008-09-15,Female,Product,No,39,13,11,2,4,6.9,0.5
fffe32003200320039003300,2008-06-18,Male,Service,Yes,39,11,7,2,4,5.2,0.39
fffe31003200330030003300,2008-10-10,Male,Product,Yes,60,16,12,2,4,3.2,0.15
fffe32003600350035003100,2008-01-30,Female,Service,No,30,9,9,2,3,6.1,0.42
fffe3300300039003800,2008-12-13,Female,Service,No,35,8,10,2,6,7.1,0.69
fffe32003400340030003100,2008-02-02,Female,Service,Yes,28,8,8,2,5,6.7,0.59
fffe31003900390030003600,2008-10-27,Female,Service,Yes,56,9,1,1,,4,0.34
fffe32003600380039003000,2008-05-09,Female,Service,No,32,3,1,0,1,0,0
fffe31003900320030003100,2008-06-21,Male,Product,Yes,44,11,1,2,4,8.4,0.66
fffe31003300330035003300,2008-03-28,Male,Service,No,40,15,10,3,6,6.2,0.54
fffe3400390032003100,2008-06-22,Male,Product,Yes,35,18,3,1,4,5.2,0.42
fffe3600300036003700,2008-04-10,Male,Service,No,53,17,0,2,6,7,0.65
fffe33003100370031003000,2008-08-27,Male,Product,No,28,19,7,2,3,6,0.39
fffe32003300380039003900,2008-12-01,Female,Product,Yes,36,1,7,1,1,0,0
fffe31003600380033003000,2008-12-26,Female,Service,Yes,32,8,3,3,7,6.5,0.61
fffe3800310032003900,2008-08-29,Female,Product,No,46,6,5,2,,5.8,
fffe31003700390039003600,2008-10-04,Female,Service,No,63,2,9,3,6,6.1,0.49
fffe3300390035003500,2008-04-15,Male,Product,No,40,1,11,3,6,7,0.59
fffe33003400300032003200,2008-12-20,Female,Service,Yes,61,6,4,1,1,2,0.08
fffe31003800330031003500,2008-08-17,Male,Service,Yes,55,20,4,2,3,,0.4
fffe32003800350037003300,2008-03-24,Male,Service,Yes,47,3,12,2,5,5.6,0.53
fffe3700360035003800,2008-04-21,Female,Service,No,51,3,1,3,6,,0.38
fffe31003700350030003400,2008-04-23,Female,Product,Yes,54,1,3,2,5,5.7,0.48
fffe31003100380033003300,2008-07-02,Female,Service,Yes,31,16,6,2,3,6.6,
fffe32003800380031003500,2008-08-05,Female,Product,Yes,26,18,5,1,4,5.8,0.33
fffe350034003900,2008-06-03,Female,Service,Yes,34,3,11,2,4,8.4,0.64
fffe33003300340038003600,2008-09-17,Female,Service,Yes,65,11,8,1,2,4.3,0.24
